Iteration	Posterior	Likelihood	Prior	clock_rate[1]	clock_rate[2]	clock_rate[3]	clock_rate[4]	extinction	kappa[1]	kappa[2]	kappa[3]	kappa[4]	Ne[1]	Ne[2]	Ne[3]	Ne[4]	Ne[5]	Ne[6]	Ne[7]	Ne[8]	Ne[9]	Ne[10]	Ne[11]	Ne[12]	Ne[13]	Ne[14]	Ne[15]	Ne[16]	Ne[17]	Ne[18]	Ne[19]	relativeExtinction	root	speciation
920	-3024.44	-2838.37	-186.074	0.000251841	0.000514327	0.000642014	0.0011541	0.06618875	2.28561	4.998	2.53494	1.73827	10	10	10	10	10	10	10	10	10	10	118.515	299.856	224.539	166.559	4.46146	162.533	47.76	20.2326	3.82008	0.1164052	8.272924	0.5686063
930	-3003.3	-2844.25	-159.057	0.000280045	0.000447364	0.000625937	0.0010361	0.2645105	0.47104	1.4298	1.46006	1.08083	10	10	10	10	10	10	10	10	10	10	58.3531	100.03	128.489	167.273	1.81342	65.6492	109.845	415.25	3.05892	0.4460216	8.272924	0.5930441
940	-3007	-2838.92	-168.075	0.000260557	0.000585733	0.000817106	0.00131886	0.1186927	3.86636	3.12135	2.40015	1.16605	10	10	10	10	10	10	10	10	10	10	13.8875	89.5479	135.936	209.605	5.57686	75.1986	47.3514	44.9532	2.7733	0.1987642	8.272924	0.5971535
950	-2993.2	-2837.86	-155.341	0.000292891	0.000576133	0.000578663	0.000805384	0.1941754	1.44813	5.10604	2.99925	0.922433	10	10	10	10	10	10	10	10	10	10	5.96447	46.7587	141.872	285.799	2.16086	176.499	34.5083	28.0767	2.62078	0.3453027	8.272924	0.562334
960	-3004.21	-2855.98	-148.234	0.000563997	0.000835739	0.000783948	0.000857582	0.03920552	1.23916	2.08763	1.44129	0.576007	10	10	10	10	10	10	10	10	10	10	91.7329	73.5266	68.757	120.84	2.18754	63.9403	80.1625	40.2014	2.84015	0.1139918	8.272924	0.3439327
970	-2988.16	-2842.87	-145.285	0.000378829	0.000751819	0.00124674	0.000907699	0.2512852	4.10145	1.64676	1.64942	1.40256	10	10	10	10	10	10	10	10	10	10	11.4637	39.543	43.7922	5.63851	0.677346	128.126	84.7633	111.269	2.70794	0.4719585	8.272924	0.5324307
980	-2998.71	-2833.7	-165.004	0.000297217	0.000637119	0.00111794	0.00116846	1.222612	3.09076	3.81592	3.08118	1.21406	10	10	10	10	10	10	10	10	10	10	45.1064	5.07336	46.0073	35.5063	2.37518	88.5976	354.674	67.985	1.85773	0.7769853	8.272924	1.573533
990	-3027.92	-2844.52	-183.407	0.000278288	0.000622	0.000534718	0.00101683	0.5559745	1.59158	8.19279	1.46706	1.62227	10	10	10	10	10	10	10	10	10	10	331.285	137.225	118.984	132.521	10.191	232.086	19.6217	10.1056	3.61041	0.6492085	8.272924	0.8563882
1000	-3031.33	-2843.29	-188.037	0.000222071	0.000847249	0.00107955	0.00108153	0.9686613	2.06072	3.1751	2.43199	2.07864	10	10	10	10	10	10	10	10	10	10	78.4398	205.503	148.29	82.7414	9.84325	367.005	34.5134	55.2399	4.95913	0.9203639	8.272924	1.052476
1010	-3022.08	-2845.24	-176.845	0.000282204	0.000527641	0.0010162	0.000863152	0.1064373	4.04919	1.89825	0.998527	1.57546	10	10	10	10	10	10	10	10	10	10	628.44	23.818	6.16382	170.421	3.73154	86.9788	267.894	230.789	5.08372	0.1775119	8.272924	0.5996068
1020	-3005.51	-2838.2	-167.309	0.000386325	0.000932425	0.000825685	0.00106697	0.9612355	1.54673	3.80978	3.47092	1.69001	10	10	10	10	10	10	10	10	10	10	232.728	76.5839	27.5122	68.6322	2.01694	113.326	70.6184	268.328	3.88083	0.8507132	8.272924	1.129917
1030	-3028.58	-2841.51	-187.064	0.000192816	0.000679642	0.000550577	0.000635406	0.1958778	2.44217	3.00255	1.3979	0.918686	10	10	10	10	10	10	10	10	10	10	160.165	117.479	118.716	32.9896	5.84336	180	256.477	4.13168	4.87226	0.3504447	8.272924	0.5589407
1040	-3022.03	-2848.96	-173.075	0.000269295	0.00130726	0.000854482	0.000819464	0.05064628	2.11448	1.8593	2.95154	1.32245	10	10	10	10	10	10	10	10	10	10	13.4981	132.58	302.395	16.222	3.09063	49.3301	10.2112	100.589	4.05051	0.1353036	8.272924	0.3743158
1050	-3019.88	-2842.74	-177.139	0.000173712	0.000500822	0.000895682	0.00069348	0.05562802	2.63306	2.55829	0.751626	3.41279	10	10	10	10	10	10	10	10	10	10	39.805	42.2877	13.19	124.141	3.02779	59.9753	78.9104	63.7127	4.74472	0.2102549	8.272924	0.2645743
1060	-3022.08	-2844.75	-177.329	0.000301427	0.000669495	0.00113888	0.00107667	0.07759991	4.21632	3.96633	2.39157	0.977061	10	10	10	10	10	10	10	10	10	10	93.5101	53.4287	119.901	29.1333	5.53512	58.6136	83.2061	292.592	3.44437	0.178192	8.272924	0.4354848
1070	-3031.03	-2852.37	-178.659	0.000233435	0.000496845	0.00061439	0.000584792	0.04011634	2.561	2.26035	1.57434	0.958212	10	10	10	10	10	10	10	10	10	10	270.548	191.002	100.708	22.5021	3.22613	29.6606	151.235	139.635	5.55515	0.09121148	8.272924	0.4398167
1080	-3021.73	-2836.55	-185.179	0.000251781	0.000636377	0.000737789	0.000554209	0.09114628	6.30263	3.01462	2.61667	1.17037	10	10	10	10	10	10	10	10	10	10	147.775	12.6249	52.9255	202.211	6.43873	28.5922	206.185	230.269	3.93748	0.1615943	8.272924	0.5640438
1090	-3012.85	-2836.6	-176.247	0.000376876	0.000431708	0.000869064	0.000913013	0.06605911	2.65224	1.77698	1.69758	1.56817	10	10	10	10	10	10	10	10	10	10	5.28454	85.7557	147.812	419.86	8.96771	177.05	84.4489	68.0542	5.38544	0.1292898	8.272924	0.5109382
1100	-3014.62	-2841.88	-172.741	0.000292224	0.000389217	0.000701647	0.000739577	0.2509277	1.70263	2.08678	2.3172	1.59967	10	10	10	10	10	10	10	10	10	10	169.615	62.9759	35.9258	53.1212	4.71187	59.8331	92.0331	55.5378	5.43944	0.4963541	8.272924	0.5055417
1110	-3015.91	-2837.36	-178.552	0.000308037	0.000773265	0.000812007	0.00103089	0.1218636	2.80635	2.67039	0.640976	1.14813	10	10	10	10	10	10	10	10	10	10	309.778	82.8983	55.0685	92.8133	4.09947	113.606	193.809	216.334	5.55405	0.1651457	8.272924	0.7379154
1120	-2999.49	-2841.96	-157.527	0.000236047	0.000848631	0.000924717	0.000842423	0.1528707	2.23898	3.80685	1.4469	1.38088	10	10	10	10	10	10	10	10	10	10	3.52838	79.3689	94.5954	84.3513	2.47185	100.927	13.4182	9.24051	4.2109	0.2706552	8.272924	0.5648172
1130	-3014.38	-2847.75	-166.635	0.000168904	0.000552255	0.000694034	0.00109864	0.4108167	3.60654	3.49339	1.05055	1.57686	10	10	10	10	10	10	10	10	10	10	15.2896	66.4914	59.1223	49.4258	3.08158	39.3616	90.4479	33.0596	5.98019	0.4546006	8.272924	0.9036871
1140	-3016.55	-2840.31	-176.244	0.000320317	0.000523046	0.000775472	0.000775398	0.3196901	4.27619	2.80088	1.41895	0.814628	10	10	10	10	10	10	10	10	10	10	39.9523	60.0219	69.9246	116.273	7.33041	15.443	100.934	117.486	3.7109	0.4639099	8.272924	0.689121
1150	-3026.23	-2851.89	-174.34	0.000505219	0.000455162	0.000440085	0.000751832	0.009472166	2.02634	2.48032	0.885733	1.52125	10	10	10	10	10	10	10	10	10	10	8.63054	35.1867	62.5217	30.5106	4.5956	164.299	16.2127	256.807	5.95956	0.01841199	8.272924	0.5144563
1160	-3042.39	-2846.12	-196.272	0.000252359	0.00105655	0.000649379	0.000979764	0.6952502	1.58907	3.79805	1.96467	1.4779	10	10	10	10	10	10	10	10	10	10	32.7866	29.1494	46.4027	28.8012	13.2835	172.21	9.36186	90.2436	5.75546	0.7554833	8.272924	0.9202722
1170	-3000.94	-2841.23	-159.709	0.00030079	0.000425242	0.000628345	0.00105355	9.791006e-06	1.50266	2.5368	1.67677	1.78598	10	10	10	10	10	10	10	10	10	10	27.4001	208.472	202.099	47.7217	3.24796	26.3603	145.553	108.583	2.19872	2.355225e-05	8.272924	0.4157143
1180	-3018.85	-2841.1	-177.747	0.000137204	0.000721622	0.000924456	0.000943755	0.2194702	1.59882	1.74415	1.1134	0.90801	10	10	10	10	10	10	10	10	10	10	208.926	83.7996	251.413	36.9956	4.30499	146.435	67.3975	32.9796	6.13453	0.4096457	8.272924	0.5357561
1190	-3027.12	-2839.17	-187.947	0.000191982	0.000562827	0.000658403	0.000876514	0.1180605	0.96383	2.98047	3.91189	0.898553	10	10	10	10	10	10	10	10	10	10	250.533	130.965	3.17912	74.7826	9.62127	99.1779	76.3282	36.4606	8.94336	0.1479309	8.272924	0.7980788
1200	-3027.63	-2839.69	-187.938	0.00033695	0.000619324	0.000709995	0.000969235	0.5152257	5.25224	3.81376	5.29085	0.758686	10	10	10	10	10	10	10	10	10	10	34.6633	100.672	123.003	39.8938	9.91284	253.301	234.257	118.629	3.57011	0.5819931	8.272924	0.8852781
1210	-3031	-2855.51	-175.487	0.000272093	0.00125674	0.000758591	0.00124205	0.1189078	1.53941	1.70045	2.1304	1.01376	10	10	10	10	10	10	10	10	10	10	40.5454	99.6015	41.4517	138.402	10.9601	25.9961	19.1481	264.241	1.77001	0.1719127	8.272924	0.6916753
1220	-3038.34	-2843.6	-194.745	0.000359287	0.000411639	0.000502025	0.000633163	0.140167	2.43683	3.13339	3.31988	2.02893	10	10	10	10	10	10	10	10	10	10	56.7307	190.498	191.875	86.6786	10.2514	38.553	26.2912	68.4933	4.7512	0.2393524	8.272924	0.5856092
1230	-3020.01	-2846.16	-173.85	0.000179232	0.000730255	0.000739058	0.000803491	0.4040957	2.10842	4.14617	2.03823	1.80391	10	10	10	10	10	10	10	10	10	10	18.685	28.5207	306.613	71.504	10.4549	72.6422	40.231	25.1839	3.15995	0.4482629	8.272924	0.9014703
1240	-3019.41	-2836.36	-183.05	0.000328003	0.000802557	0.000495938	0.00100285	0.8862926	4.69869	2.71675	2.36314	1.69721	10	10	10	10	10	10	10	10	10	10	18.5895	67.5321	34.04	281.085	6.20815	92.9771	198.898	95.5765	5.76521	0.787626	8.272924	1.125271
1250	-3017.96	-2841.92	-176.049	0.000168274	0.000601366	0.00110371	0.000798565	0.3918145	1.23103	1.45266	1.20601	0.952546	10	10	10	10	10	10	10	10	10	10	58.5652	74.4079	210.801	6.63367	6.65715	115.794	23.134	72.2174	2.8078	0.5095295	8.272924	0.7689731
1260	-3010.01	-2838.32	-171.69	0.000361317	0.000855864	0.00094329	0.000808194	0.2857654	1.39958	2.58157	1.77785	1.33473	10	10	10	10	10	10	10	10	10	10	67.6605	12.0863	73.0114	183.168	3.20581	113.456	89.1935	147.453	4.39552	0.5885871	8.272924	0.4855108
1270	-2988.07	-2839.26	-148.812	0.000229272	0.000444816	0.000698387	0.00107327	0.5816364	1.83825	2.96643	2.94623	2.05632	10	10	10	10	10	10	10	10	10	10	45.411	230.616	149.436	128.809	1.60837	71.7419	123.296	15.8356	2.63164	0.6443422	8.272924	0.9026826
1280	-2997.52	-2838.46	-159.063	0.000246823	0.000775278	0.000828882	0.000793585	0.2363315	3.10098	1.43704	1.13356	1.77791	10	10	10	10	10	10	10	10	10	10	118.096	4.27039	12.9394	93.1056	2.01276	87.7189	479.75	59.4556	3.50989	0.4244785	8.272924	0.5567572
1290	-3027.67	-2843.88	-183.794	0.000170275	0.000682273	0.000783185	0.000957437	1.270944	2.96783	4.04704	3.45357	2.43076	10	10	10	10	10	10	10	10	10	10	10.8978	68.5929	42.0692	18.1451	3.02871	25.2166	464.646	94.8832	5.37842	0.82779	8.272924	1.535346
1300	-3013.72	-2843.01	-170.71	0.000237809	0.000470579	0.000659291	0.000794209	0.2038413	1.30411	7.00502	1.3575	1.46603	10	10	10	10	10	10	10	10	10	10	163.348	363.156	86.7481	155.519	2.92684	319.726	60.7808	88.5407	4.73459	0.3782019	8.272924	0.5389747
1310	-3013.7	-2837.77	-175.934	0.00035745	0.000409212	0.00063387	0.000636843	0.154108	1.05587	2.43903	1.22577	1.20093	10	10	10	10	10	10	10	10	10	10	35.1472	71.3698	62.8421	104.451	1.99232	359.422	308.685	4.94289	4.91924	0.3957981	8.272924	0.3893602
1320	-3024.88	-2844.5	-180.385	0.00017792	0.000368201	0.00090579	0.000751432	0.07037312	2.23179	3.34446	3.93461	2.25667	10	10	10	10	10	10	10	10	10	10	266.636	50.6985	273.186	34.708	1.99803	81.839	279.793	3.31146	8.79698	0.1788482	8.272924	0.3934797
1330	-3020.14	-2846.31	-173.83	0.000268435	0.00043071	0.000347096	0.000700951	0.02067916	1.19094	2.04151	1.66437	1.86108	10	10	10	10	10	10	10	10	10	10	15.6117	123.366	92.431	7.94493	1.62014	95.0784	202.909	55.2178	6.86387	0.04274547	8.272924	0.4837744
1340	-3023.35	-2841.31	-182.042	0.000236437	0.000512089	0.00112814	0.000934425	0.2099969	3.91332	3.25273	0.766301	1.70313	10	10	10	10	10	10	10	10	10	10	139.678	92.3334	17.7243	59.1807	5.8906	192.809	8.74446	97.8055	8.8641	0.3621415	8.272924	0.5798752
1350	-3012.53	-2840.94	-171.587	0.000197856	0.000551091	0.000661648	0.000877767	0.09850264	1.3298	1.90887	1.85985	1.61554	10	10	10	10	10	10	10	10	10	10	132.642	105.234	47.5751	104.408	4.30255	24.9881	67.3583	285.304	6.724	0.2318891	8.272924	0.4247833
1360	-3029.29	-2848.77	-180.52	0.000205834	0.000480515	0.000662411	0.000882687	0.07495428	1.994	6.14073	2.4185	1.80434	10	10	10	10	10	10	10	10	10	10	209.57	20.0422	143.931	31.5586	5.23478	148.28	41.9651	12.805	6.63467	0.1236829	8.272924	0.6060198
1370	-3012.04	-2840.85	-171.188	0.00018025	0.000579728	0.00103191	0.00087669	0.3860024	1.49039	2.04256	2.26197	1.17188	10	10	10	10	10	10	10	10	10	10	34.7237	12.9478	75.2538	6.43138	1.95612	76.9169	74.437	22.2455	4.24105	0.5652281	8.272924	0.6829144
1380	-3007.06	-2838.15	-168.907	0.000227714	0.000382184	0.000822628	0.000931955	0.4786488	3.03533	4.59644	1.60075	1.60993	10	10	10	10	10	10	10	10	10	10	107.719	87.4172	59.6417	246.651	1.95302	317.479	28.1425	135.851	4.17941	0.6146416	8.272924	0.7787446
1390	-3012.68	-2845.27	-167.411	0.000299956	0.000471943	0.000694152	0.00100547	0.1898997	0.588116	2.43371	1.76753	1.26165	10	10	10	10	10	10	10	10	10	10	55.4024	115.754	71.4567	33.4341	2.11371	320.01	85.4018	69.1911	3.68949	0.2604112	8.272924	0.7292302
1400	-3013.79	-2844.47	-169.321	0.000185888	0.000525885	0.000960185	0.000903197	0.1152367	2.01387	1.71347	2.46512	0.83042	10	10	10	10	10	10	10	10	10	10	72.3042	85.9472	61.4215	7.32669	2.52897	314.85	38.0382	160.656	5.54446	0.2173658	8.272924	0.530151
1410	-3006.54	-2841.88	-164.661	0.000238362	0.000572839	0.000726256	0.000876806	0.1970673	1.2315	1.59402	1.18367	1.27816	10	10	10	10	10	10	10	10	10	10	74.9662	12.5793	32.4443	248.902	2.68348	35.6182	213.502	95.0663	2.93206	0.2856014	8.272924	0.690008
1420	-3031.1	-2853.77	-177.333	0.000148582	0.000620332	0.000660754	0.000835146	0.1585128	1.60317	1.32556	1.62421	1.15447	10	10	10	10	10	10	10	10	10	10	181.879	69.0921	145.382	196.309	3.84059	142.938	23.5586	34.0467	6.02533	0.396168	8.272924	0.4001152
1430	-2992.55	-2842.47	-150.082	0.000165581	0.000549182	0.000818072	0.00100985	0.2894208	3.10197	3.02564	1.33567	0.885669	10	10	10	10	10	10	10	10	10	10	107.963	115.192	13.2068	197.554	2.34438	43.3511	96.587	43.6392	2.79129	0.3483684	8.272924	0.8307895
1440	-2993.79	-2839.61	-154.179	0.000350096	0.000497717	0.000936592	0.00103736	0.0480289	2.57892	2.80599	1.43746	0.797599	10	10	10	10	10	10	10	10	10	10	6.09335	301.557	383.023	89.4931	1.87873	139.193	145.174	229.345	3.54642	0.08589506	8.272924	0.5591579
1450	-2996.01	-2843.56	-152.445	0.000319889	0.000892594	0.00108577	0.0010377	0.174847	1.33308	2.36891	1.07669	1.05071	10	10	10	10	10	10	10	10	10	10	189.117	452.188	51.2396	28.2548	0.990127	100.38	91.1107	80.7153	5.0566	0.2639199	8.272924	0.6625003
1460	-2992.01	-2842.27	-149.739	0.000265291	0.000488885	0.000739294	0.00135938	0.2079365	2.62022	3.34508	2.39475	1.50493	10	10	10	10	10	10	10	10	10	10	23.0958	187.798	131.879	4.8814	1.82162	46.6079	63.8568	443.961	2.0679	0.2817391	8.272924	0.7380461
1470	-3008.64	-2851.8	-156.846	0.000166224	0.00048108	0.00107521	0.00133769	0.462548	1.39814	3.10108	1.12642	1.1802	10	10	10	10	10	10	10	10	10	10	76.1521	91.9363	105.75	22.1576	2.57107	74.1118	170.879	22.0678	1.8267	0.5619439	8.272924	0.8231214
1480	-3014.4	-2858.6	-155.8	0.000458682	0.000968848	0.000731086	0.00110156	0.1071502	1.69165	2.12728	3.02785	0.998947	10	10	10	10	10	10	10	10	10	10	104.952	158.72	103.901	199.442	4.44891	95.7765	126.652	149.655	1.83164	0.2058582	8.272924	0.5205049
1490	-3005.21	-2840.76	-164.454	0.000207701	0.000499019	0.000864212	0.000897	0.1466867	2.9243	2.27825	1.45893	0.896752	10	10	10	10	10	10	10	10	10	10	64.4745	286.064	475.873	202.164	3.24085	211.893	211.862	163.765	2.88137	0.3071732	8.272924	0.4775375
1500	-3014.38	-2849.35	-165.024	0.000300233	0.000808928	0.000911083	0.000916732	0.2764546	1.99893	2.13802	2.08678	0.90152	10	10	10	10	10	10	10	10	10	10	20.8644	66.0934	69.8173	103.113	5.18026	42.3025	86.3007	99.8363	4.14571	0.4172534	8.272924	0.6625579
1510	-2993.7	-2844.4	-149.299	0.000295741	0.00088221	0.0011317	0.00106085	0.1520835	1.45142	2.72993	1.50677	1.06889	10	10	10	10	10	10	10	10	10	10	229.677	46.2776	63.7724	13.0714	1.66648	21.0489	21.8495	99.486	2.09693	0.306128	8.272924	0.496797
1520	-3012.26	-2850.25	-162.009	0.00030532	0.000640031	0.000548371	0.000918867	0.2137599	0.853739	5.05167	1.01407	1.59207	10	10	10	10	10	10	10	10	10	10	35.3435	3.8226	13.0365	25.6414	3.21997	229.569	264.203	150.451	2.19174	0.316962	8.272924	0.6744025
1530	-3005.65	-2845.57	-160.078	0.000230694	0.000498504	0.0012377	0.000809833	0.1932229	3.9791	4.15861	1.41412	1.41567	10	10	10	10	10	10	10	10	10	10	125.598	8.7329	87.1495	22.2749	3.73899	13.9782	30.2063	137.964	1.97213	0.3134002	8.272924	0.6165373
1540	-2974.48	-2837.53	-136.949	0.000530267	0.000676567	0.000661202	0.00132436	0.2043741	1.53985	2.33127	1.82305	1.788	10	10	10	10	10	10	10	10	10	10	105.606	33.0438	134.603	135.82	2.67466	34.0119	102.561	184.366	1.35313	0.3739307	8.272924	0.546556
1550	-2986	-2839.7	-146.296	0.00028119	0.00105118	0.000926773	0.000973835	0.03575343	2.69699	4.49184	1.53443	1.29831	10	10	10	10	10	10	10	10	10	10	55.9942	67.246	148.42	182.275	4.31707	116.965	77.7521	143.854	2.02906	0.07878029	8.272924	0.4538372
1560	-2988.96	-2832.42	-156.54	0.000232663	0.00072764	0.000917785	0.00136325	0.2547183	2.04535	5.11272	1.59193	1.20189	10	10	10	10	10	10	10	10	10	10	133.113	4.60943	48.9308	139.187	3.46585	259.242	72.5289	123.411	2.49712	0.3547282	8.272924	0.7180662
1570	-2994.37	-2841.06	-153.306	0.000337328	0.000701553	0.00081391	0.00156162	0.1038296	1.16393	5.12148	2.05852	2.53565	10	10	10	10	10	10	10	10	10	10	20.0797	44.8658	48.3492	39.026	4.76968	54.1457	122.343	104.816	1.84642	0.2016818	8.272924	0.5148188
1580	-3004.23	-2844.12	-160.115	0.000361199	0.000887653	0.000562463	0.00121305	0.1575391	0.984068	2.31692	1.39664	2.05117	10	10	10	10	10	10	10	10	10	10	204.934	8.94473	440.906	52.8716	2.51963	29.2762	23.8611	370.191	1.12802	0.3150098	8.272924	0.5001086
1590	-3004.77	-2845.48	-159.29	0.000245356	0.000990518	0.000680931	0.000866882	0.3449837	4.11392	2.08799	4.6821	1.67673	10	10	10	10	10	10	10	10	10	10	147.678	3.17857	33.8567	26.2621	1.50965	161.331	72.2039	183.068	2.07941	0.6183101	8.272924	0.557946
1600	-3009.88	-2836.26	-173.626	0.00031466	0.000608916	0.00077461	0.00107125	0.04269297	2.15273	4.58616	1.68719	2.13543	10	10	10	10	10	10	10	10	10	10	298.267	142.393	64.3505	69.6654	2.72741	109.921	92.6054	124.681	3.20258	0.1150788	8.272924	0.3709892
1610	-2994.54	-2846.5	-148.038	0.000236625	0.000648348	0.000746382	0.00150298	0.1717308	0.788449	4.21079	1.70807	2.14095	10	10	10	10	10	10	10	10	10	10	21.485	5.70765	8.14536	176.544	2.5419	53.648	141.288	238.295	1.80799	0.3518699	8.272924	0.4880518
1620	-2995.27	-2857.09	-138.182	0.000161262	0.000378266	0.000679258	0.0014485	0.1513661	0.874221	1.69116	1.79958	1.3026	10	10	10	10	10	10	10	10	10	10	13.5414	117.453	33.702	105.298	1.92896	31.353	159.241	3.3615	2.79097	0.2455345	8.272924	0.6164758
1630	-3011.69	-2850.86	-160.833	0.000439655	0.000546093	0.000671234	0.00109737	0.8861329	3.58522	2.67484	1.09918	1.67139	10	10	10	10	10	10	10	10	10	10	138.058	151.33	255.325	127.87	2.07141	382.545	154.535	174.552	2.30487	0.7319135	8.272924	1.210707
1640	-2975.78	-2841	-134.774	0.000314107	0.000761729	0.00059815	0.00119717	0.1603494	1.14933	2.14193	1.31299	1.87962	10	10	10	10	10	10	10	10	10	10	26.6787	80.3925	110.69	159.454	0.64542	113.791	58.5654	23.3753	1.30107	0.2449452	8.272924	0.6546337
1650	-2971.66	-2842.79	-128.867	0.000338859	0.000659731	0.00108062	0.00127495	0.1954477	1.81094	1.9495	1.8826	2.67545	10	10	10	10	10	10	10	10	10	10	182.72	38.8577	154.632	119.633	0.571794	126.215	71.7253	164.34	1.90271	0.3533955	8.272924	0.5530566
1660	-2980.77	-2843.14	-137.625	0.000524414	0.000922153	0.000786128	0.00134799	0.1922616	2.56398	5.6242	1.1837	0.807446	10	10	10	10	10	10	10	10	10	10	2.62814	266.591	1.91478	55.3489	0.72246	48.6832	186.607	189.73	1.3706	0.3877119	8.272924	0.4958879
1670	-2980.02	-2841.39	-138.63	0.00024312	0.000673042	0.00106216	0.00138704	0.09124803	2.07274	1.42955	1.6122	0.932421	10	10	10	10	10	10	10	10	10	10	120.938	7.22723	152.222	35.4165	3.18901	196.379	192.276	44.2729	1.19868	0.1685203	8.272924	0.5414661
1680	-3007.62	-2853.73	-153.891	0.000618781	0.000637211	0.000802016	0.000958493	0.02662053	10.1538	1.20542	1.05915	2.44373	10	10	10	10	10	10	10	10	10	10	46.0334	10.4192	3.43567	32.3175	3.68951	33.9273	79.0318	78.5438	1.72762	0.05944926	8.272924	0.4477857
1690	-2990.92	-2839.07	-151.848	0.000228566	0.000731567	0.00116258	0.00103967	0.05163908	3.36509	3.59759	3.0941	0.888516	10	10	10	10	10	10	10	10	10	10	48.2449	48.4024	58.9055	110.395	1.43587	210.638	329.534	466.399	1.98556	0.128965	8.272924	0.4004117
1700	-2991.45	-2846.42	-145.031	0.000149801	0.000641093	0.00069558	0.00117435	0.3329768	5.47533	1.79765	1.83797	1.07364	10	10	10	10	10	10	10	10	10	10	92.5672	13.4598	7.95566	174.888	0.783431	47.9127	6.11031	4.33214	4.52513	0.4385307	8.272924	0.7593009
1710	-2976.9	-2837.25	-139.653	0.000279187	0.000803586	0.000952866	0.000850332	0.4549803	3.4228	2.57015	1.54737	1.95386	10	10	10	10	10	10	10	10	10	10	2.63379	63.2751	70.4049	42.1284	0.958674	31.2437	17.9559	89.2811	1.93154	0.6474466	8.272924	0.7027302
1720	-3006.09	-2850.56	-155.527	0.000257549	0.000840991	0.00073102	0.00082308	0.001935167	1.37396	1.63493	2.22914	1.38025	10	10	10	10	10	10	10	10	10	10	195.979	254.273	222.946	6.30574	1.43392	320.7	112.826	1.07034	3.07111	0.005105676	8.272924	0.3790226
1730	-2984.45	-2844.91	-139.531	0.000396608	0.000616038	0.000876658	0.00152956	0.0696292	0.601049	3.85869	1.26299	1.64173	10	10	10	10	10	10	10	10	10	10	42.0832	8.96382	83.8067	18.9751	1.16863	88.4165	94.4257	454.965	2.61472	0.2092254	8.272924	0.3327952
1740	-2982.87	-2847.08	-135.792	0.000342463	0.000654938	0.0010083	0.00100297	0.07567175	1.94233	2.89272	1.95669	1.66755	10	10	10	10	10	10	10	10	10	10	405.197	51.567	95.7973	50.2659	0.570496	87.2095	73.5818	48.4524	2.37483	0.2179442	8.272924	0.347207
1750	-2995.09	-2855.31	-139.778	0.00033764	0.000330029	0.000987252	0.000892327	0.1437419	0.934156	2.6335	0.959432	0.963095	10	10	10	10	10	10	10	10	10	10	181.727	24.0195	76.5883	64.4004	0.868838	37.8946	215.345	53.8289	2.23039	0.2433473	8.272924	0.590686
1760	-3016.63	-2847.18	-169.449	0.000270516	0.000477549	0.000818211	0.000832166	0.02020744	2.23651	2.67952	3.41292	1.55213	10	10	10	10	10	10	10	10	10	10	262.545	191.241	19.8472	246.621	2.97346	107.085	112.517	151.657	5.96037	0.05598283	8.272924	0.3609579
1770	-3003.7	-2847.89	-155.811	0.000298521	0.000573259	0.000566353	0.00114621	0.08062161	4.08814	1.23514	0.938604	1.66718	10	10	10	10	10	10	10	10	10	10	60.2718	142.549	74.8417	217.254	3.36697	52.2226	149.659	170.193	3.21179	0.1788497	8.272924	0.4507786
1780	-2993.59	-2844.97	-148.614	0.000327246	0.000662239	0.000661651	0.00102567	0.3624471	2.36362	3.33646	3.7611	1.13235	10	10	10	10	10	10	10	10	10	10	164.627	99.9053	20.1438	33.3617	1.52286	214.871	11.5203	75.5205	3.53706	0.5377985	8.272924	0.6739458
1790	-2981.73	-2838.48	-143.251	0.000288565	0.000700313	0.000884908	0.000967253	0.5270718	2.16407	2.07823	3.45217	1.48033	10	10	10	10	10	10	10	10	10	10	165.611	215.294	160.08	101.5	0.842656	161.278	222.697	90.8743	3.82366	0.5559196	8.272924	0.9481079
1800	-2993.87	-2848.96	-144.908	0.000385814	0.000514523	0.000876745	0.000818593	0.1923598	0.7846	2.32684	1.68396	0.781609	10	10	10	10	10	10	10	10	10	10	60.5634	149.812	118.762	53.3722	1.50373	287.172	259.086	36.8359	2.84077	0.3197672	8.272924	0.6015619
1810	-3003.49	-2843.53	-159.957	0.000213088	0.000526309	0.00103213	0.000874707	0.110804	1.62048	3.39916	0.954999	1.47324	10	10	10	10	10	10	10	10	10	10	182.531	5.8029	84.181	40.0711	3.15374	200.556	11.8248	259.601	1.96141	0.2272534	8.272924	0.487579
1820	-2999.47	-2838.43	-161.041	0.000191019	0.000457242	0.000848349	0.00142572	0.2058651	2.58553	1.81677	2.31905	2.61568	10	10	10	10	10	10	10	10	10	10	121.031	102.728	11.5005	75.6717	2.32297	196.328	124.35	45.4717	1.84369	0.3971171	8.272924	0.518399
1830	-3004.01	-2841.36	-162.647	0.000325006	0.000682651	0.000820771	0.000973088	0.05838438	6.08587	2.27401	4.27803	1.63628	10	10	10	10	10	10	10	10	10	10	224.61	254.993	31.3697	50.4053	1.38152	100.422	39.9586	8.15554	2.64856	0.1473118	8.272924	0.3963319
